Token,Frequency,node_id,component_id,in_giant_component
encuentran,110,2479,0,True
oigo,110,2480,0,True
ponen,110,2481,0,True
barba,110,2482,374,False
veré,110,2483,0,True
código,110,2484,375,False
llámame,110,2485,0,True
bienvenido,110,2486,0,True
duró,110,2487,0,True
quede,110,2488,0,True
brillante,110,2489,0,True
desarrollo,110,2490,376,False
bici,110,2491,58,False
solar,110,2492,377,False
documentos,110,2493,0,True
lados,110,2494,0,True
hierba,110,2495,0,True
piedras,110,2496,140,False
guarda,109,2497,0,True
delicioso,109,2498,0,True
práctica,109,2499,0,True
pide,109,2500,0,True
amarillo,109,2501,378,False
rojas,109,2502,96,False
junio,109,2503,0,True
capaces,109,2504,0,True
hábito,109,2505,0,True
compañero,109,2506,0,True
decirlo,109,2507,0,True
producción,109,2508,0,True
grados,109,2509,0,True
malos,109,2510,0,True
dejaré,109,2511,0,True
niebla,108,2512,0,True
salario,108,2513,379,False
estén,108,2514,0,True
cientos,108,2515,0,True
escucho,108,2516,0,True
ése,108,2517,0,True
harías,108,2518,0,True
lucía,108,2519,0,True
patas,108,2520,0,True
deberíais,108,2521,0,True
desapareció,108,2522,0,True
generalmente,108,2523,0,True
dormitorio,108,2524,0,True
disculpas,108,2525,0,True
osaka,108,2526,380,False
marcha,108,2527,0,True
marca,108,2528,0,True
tocando,108,2529,0,True
sano,108,2530,0,True
limpio,108,2531,0,True
permitir,107,2532,0,True
instante,107,2533,0,True
gasolina,107,2534,269,False
anciana,107,2535,0,True
dejas,107,2536,0,True
compartir,107,2537,381,False
ciertamente,107,2538,0,True
cerrado,107,2539,0,True
decidir,107,2540,0,True
hubieras,107,2541,0,True
reales,107,2542,0,True
tranquila,107,2543,0,True
levantado,107,2544,0,True
calcetines,107,2545,382,False
recuerdas,107,2546,0,True
prefiere,107,2547,0,True
pistola,107,2548,0,True
original,107,2549,0,True
cometido,107,2550,0,True
salvar,107,2551,0,True
valiente,106,2552,0,True
jueves,106,2553,178,False
objeto,106,2554,383,False
fama,106,2555,0,True
ritmo,106,2556,384,False
fila,106,2557,0,True
maravillosa,106,2558,0,True
copa,106,2559,0,True
personaje,106,2560,303,False
imaginar,106,2561,0,True
israel,106,2562,385,False
muebles,106,2563,386,False
tratado,106,2564,0,True
mike,106,2565,387,False
listos,106,2566,0,True
martes,106,2567,134,False
alas,106,2568,0,True
pasajeros,106,2569,0,True
labios,106,2570,388,False
apaga,106,2571,0,True
escena,105,2572,0,True
llamaba,105,2573,0,True
moneda,105,2574,0,True
héroe,105,2575,389,False
envió,105,2576,0,True
perfecta,105,2577,0,True
libres,105,2578,0,True
casados,105,2579,34,False
olvide,105,2580,0,True
aprendió,105,2581,0,True
eh,105,2582,0,True
empecé,105,2583,0,True
alumno,105,2584,0,True
supo,105,2585,0,True
tonterías,105,2586,0,True
metal,105,2587,390,False
elefante,105,2588,391,False
gramática,105,2589,0,True
lectura,105,2590,0,True
asesino,105,2591,0,True
mentir,105,2592,0,True
dioses,104,2593,0,True
pongas,104,2594,0,True
ocurrir,104,2595,0,True
agujero,104,2596,0,True
ochenta,104,2597,0,True
tecnología,104,2598,0,True
desperté,104,2599,0,True
sepas,104,2600,0,True
imaginación,104,2601,0,True
yendo,104,2602,0,True
escribo,104,2603,0,True
interesantes,104,2604,0,True
saltar,104,2605,350,False
ah,103,2606,0,True
loca,103,2607,0,True
descubrir,103,2608,0,True
suave,103,2609,0,True
sucia,103,2610,0,True
baile,103,2611,392,False
gris,103,2612,0,True
jugadores,103,2613,0,True
kate,103,2614,0,True
habitantes,103,2615,0,True
faltan,103,2616,0,True
ministro,103,2617,393,False
misterio,103,2618,0,True
comentario,103,2619,0,True
cajas,103,2620,0,True
naranjas,103,2621,190,False
probado,103,2622,0,True
principios,103,2623,0,True
produce,102,2624,0,True
estudiado,102,2625,0,True
aliento,102,2626,0,True
naturales,102,2627,133,False
adecuado,102,2628,0,True
levantar,102,2629,0,True
llame,102,2630,0,True
periódicos,102,2631,0,True
fines,102,2632,394,False
teme,102,2633,0,True
hijas,102,2634,0,True
petunia,102,2635,0,True
cuánta,102,2636,0,True
smith,102,2637,395,False
principalmente,101,2638,0,True
berlín,101,2639,396,False
pinta,101,2640,0,True
profunda,101,2641,259,False
utilizar,101,2642,0,True
perdona,101,2643,0,True
petróleo,101,2644,258,False
obvio,101,2645,0,True
cansados,101,2646,0,True
sueldo,101,2647,0,True
tomas,101,2648,0,True
gustado,101,2649,0,True
tomate,101,2650,397,False
olvida,101,2651,0,True
apellido,101,2652,0,True
puerto,101,2653,398,False
dejan,101,2654,0,True
vía,101,2655,0,True
hubiese,101,2656,0,True
logrado,100,2657,0,True
correctamente,100,2658,0,True
rueda,100,2659,0,True
partida,100,2660,0,True
siesta,100,2661,0,True
míos,100,2662,0,True
irán,100,2663,399,False
lava,100,2664,400,False
papas,100,2665,0,True
mover,100,2666,0,True
fantasma,100,2667,401,False
convertirse,100,2668,0,True
segundos,100,2669,0,True
enero,100,2670,0,True
juez,100,2671,402,False
dará,100,2672,0,True
llamé,100,2673,0,True
lotería,100,2674,403,False
importar,100,2675,0,True
agarró,100,2676,0,True
robar,100,2677,164,False
ocultar,100,2678,0,True
fiestas,99,2679,0,True
pasos,99,2680,288,False
polaco,99,2681,404,False
vea,99,2682,0,True
cabe,99,2683,0,True
locos,99,2684,98,False
cubierto,99,2685,0,True
pueblos,99,2686,0,True
santo,99,2687,0,True
llevaron,99,2688,0,True
príncipe,99,2689,405,False
estuvieron,99,2690,0,True
admitir,99,2691,0,True
disponible,99,2692,0,True
digan,99,2693,0,True
billetera,99,2694,0,True
lástima,99,2695,0,True
sesenta,99,2696,0,True
nacimiento,99,2697,0,True
cometió,99,2698,0,True
clave,99,2699,73,False
huir,99,2700,0,True
encontraste,98,2701,0,True
habilidad,98,2702,186,False
reconocer,98,2703,0,True
aquellas,98,2704,0,True
pura,98,2705,0,True
lucha,98,2706,0,True
jesús,98,2707,0,True
gritó,98,2708,0,True
mono,98,2709,406,False
límites,98,2710,407,False
regaló,98,2711,0,True
aman,98,2712,0,True
borde,98,2713,0,True
haremos,98,2714,0,True
crea,98,2715,0,True
visitado,98,2716,0,True
presentó,98,2717,0,True
oeste,98,2718,408,False
acabas,98,2719,0,True
comprendo,98,2720,0,True
función,98,2721,409,False
des,98,2722,0,True
despierta,98,2723,0,True
serpientes,98,2724,352,False
convencer,98,2725,0,True
sexo,98,2726,410,False
hermosas,98,2727,0,True
llovió,98,2728,0,True
votar,98,2729,0,True
estarás,97,2730,0,True
averiguar,97,2731,0,True
amarilla,97,2732,378,False
horno,97,2733,99,False
monedas,97,2734,0,True
vela,97,2735,0,True
busco,97,2736,0,True
viajes,97,2737,0,True
accidentes,97,2738,27,False
biblia,97,2739,0,True
española,97,2740,38,False
filosofía,97,2741,411,False
pobreza,97,2742,85,False
modelo,97,2743,412,False
conoció,97,2744,0,True
cariño,97,2745,0,True
cruel,97,2746,413,False
rumor,97,2747,414,False
lograr,97,2748,0,True
equipaje,97,2749,175,False
guardar,97,2750,0,True
don,97,2751,0,True
contraseña,97,2752,415,False
falso,96,2753,0,True
flauta,96,2754,416,False
gritar,96,2755,0,True
estuviste,96,2756,0,True
consejos,96,2757,0,True
muerta,96,2758,0,True
secretos,96,2759,0,True
vernos,96,2760,0,True
tengan,96,2761,0,True
falleció,96,2762,0,True
blancos,96,2763,0,True
prácticamente,96,2764,0,True
equivocada,96,2765,0,True
participar,96,2766,0,True
vistazo,96,2767,0,True
órdenes,96,2768,0,True
jugamos,96,2769,0,True
antiguos,96,2770,0,True
estúpida,96,2771,0,True
santa,96,2772,417,False
sienta,96,2773,0,True
símbolo,95,2774,418,False
espectáculo,95,2775,419,False
preferido,95,2776,0,True
trece,95,2777,0,True
mata,95,2778,0,True
tercera,95,2779,0,True
saca,95,2780,0,True
tony,95,2781,420,False
ajo,95,2782,0,True
mantiene,95,2783,0,True
instrucciones,95,2784,421,False
guía,95,2785,422,False
sobra,95,2786,0,True
creí,95,2787,0,True
considerado,95,2788,0,True
botas,95,2789,0,True
postre,95,2790,199,False
alcanzó,95,2791,0,True
verás,95,2792,0,True
realizar,95,2793,0,True
fueran,95,2794,0,True
princesa,94,2795,423,False
chistes,94,2796,0,True
invitación,94,2797,0,True
cómodo,94,2798,424,False
deseos,94,2799,0,True
nacido,94,2800,0,True
amas,94,2801,0,True
gira,94,2802,0,True
bote,94,2803,0,True
teniendo,94,2804,0,True
trabajaba,94,2805,0,True
opiniones,94,2806,57,False
negras,94,2807,89,False
acercó,94,2808,0,True
paredes,94,2809,328,False
uvas,94,2810,0,True
temporada,94,2811,0,True
acto,94,2812,0,True
proteger,94,2813,0,True
chinos,94,2814,64,False
desastre,94,2815,0,True
oficial,94,2816,0,True
aumento,94,2817,0,True
ratones,94,2818,253,False
batería,93,2819,425,False
peligrosa,93,2820,0,True
mintió,93,2821,0,True
circunstancias,93,2822,0,True
echado,93,2823,0,True
causó,93,2824,0,True
central,93,2825,426,False
cinturón,93,2826,427,False
pagó,93,2827,0,True
cura,93,2828,0,True
sentada,93,2829,0,True
hacerle,93,2830,0,True
pesa,93,2831,0,True
conferencia,93,2832,428,False
efectos,93,2833,0,True
echa,93,2834,0,True
ancianos,93,2835,0,True
juntas,93,2836,0,True
cambios,93,2837,0,True
eléctrica,93,2838,371,False
quedaré,93,2839,0,True
seco,93,2840,429,False
espere,93,2841,0,True
millas,93,2842,0,True
abejas,93,2843,0,True
alarma,93,2844,430,False
tercer,93,2845,0,True
pegó,93,2846,0,True
fuese,93,2847,0,True
prometo,93,2848,0,True
médicos,92,2849,0,True
versión,92,2850,431,False
pensamiento,92,2851,0,True
ridículo,92,2852,0,True
imagino,92,2853,432,False
venía,92,2854,0,True
rima,92,2855,0,True
respirar,92,2856,433,False
agradecido,92,2857,0,True
cima,92,2858,0,True
orgullosa,92,2859,0,True
ciudadanos,92,2860,434,False
semáforo,92,2861,435,False
vecina,92,2862,185,False
volviendo,92,2863,0,True
salsa,92,2864,436,False
orgullo,92,2865,0,True
quedaba,92,2866,0,True
juicio,92,2867,402,False
relaciones,92,2868,0,True
alegre,92,2869,0,True
moderna,92,2870,0,True
objetos,92,2871,383,False
bereber,92,2872,437,False
abuelos,92,2873,0,True
pluma,92,2874,438,False
promesas,92,2875,0,True
patria,92,2876,0,True
preguntarle,92,2877,0,True
estaremos,92,2878,0,True
convencido,92,2879,0,True
garganta,92,2880,0,True
autos,92,2881,0,True
marco,92,2882,0,True
trigo,92,2883,439,False
escenario,92,2884,440,False
nadando,92,2885,441,False
cabra,91,2886,0,True
escondido,91,2887,0,True
preparó,91,2888,0,True
ángel,91,2889,442,False
título,91,2890,443,False
enviar,91,2891,0,True
deme,91,2892,0,True
preguntaba,91,2893,0,True
masa,91,2894,0,True
superior,91,2895,0,True
únicamente,91,2896,0,True
confía,91,2897,0,True
ocupados,91,2898,0,True
araña,91,2899,444,False
turistas,91,2900,0,True
tiendas,91,2901,0,True
poemas,91,2902,227,False
estudió,91,2903,0,True
adultos,91,2904,445,False
mostrar,91,2905,0,True
elegido,91,2906,0,True
ponerme,91,2907,0,True
trabajos,91,2908,0,True
gracia,91,2909,0,True
pagan,91,2910,0,True
robo,90,2911,446,False
quedando,90,2912,0,True
ayúdame,90,2913,0,True
músico,90,2914,0,True
bienvenida,90,2915,0,True
expresar,90,2916,0,True
osos,90,2917,447,False
directo,90,2918,0,True
existencia,90,2919,0,True
salga,90,2920,0,True
caza,90,2921,0,True
matado,90,2922,0,True
sufrir,90,2923,0,True
llevamos,90,2924,0,True
guantes,90,2925,448,False
odian,90,2926,0,True
escritura,90,2927,0,True
amado,90,2928,0,True
ahorrar,90,2929,0,True
pública,90,2930,121,False
suiza,90,2931,449,False
mando,90,2932,0,True
abril,90,2933,0,True
fantasmas,89,2934,401,False
narices,89,2935,0,True
comemos,89,2936,0,True
estupidez,89,2937,0,True
tejado,89,2938,450,False
llevará,89,2939,0,True
prima,89,2940,0,True
b,89,2941,0,True
supe,89,2942,138,False
apuesto,89,2943,0,True
miente,89,2944,0,True
inteligentes,89,2945,105,False
disfrutar,89,2946,0,True
local,89,2947,0,True
nuevamente,89,2948,0,True
traducciones,89,2949,0,True
enamorada,89,2950,0,True
posee,89,2951,451,False
inventó,89,2952,0,True
haberle,89,2953,0,True
científico,89,2954,0,True
conocida,89,2955,0,True
superficie,89,2956,452,False
cumple,89,2957,0,True
definitivamente,89,2958,0,True
irnos,89,2959,0,True
aldea,89,2960,0,True
campos,89,2961,0,True
red,89,2962,96,False
global,88,2963,0,True
ay,88,2964,453,False
hablemos,88,2965,0,True
juzgar,88,2966,402,False
meter,88,2967,0,True
carlos,88,2968,0,True
utiliza,88,2969,0,True
contenta,88,2970,0,True
vuestras,88,2971,0,True
darse,88,2972,454,False
tímido,88,2973,0,True
sabían,88,2974,0,True
ausente,88,2975,0,True
gatito,88,2976,17,False
quedo,88,2977,0,True
química,88,2978,0,True
descubierto,88,2979,0,True
extranjera,88,2980,0,True
mantuvo,88,2981,0,True
principales,88,2982,0,True
iban,88,2983,455,False
ignorancia,88,2984,456,False
víctimas,88,2985,457,False
rusa,88,2986,182,False
mensajes,88,2987,118,False
casarme,88,2988,34,False
pagado,88,2989,0,True
sobrino,87,2990,10,False
habitual,87,2991,0,True
precisamente,87,2992,0,True
febrero,87,2993,0,True
zorro,87,2994,0,True
bordo,87,2995,0,True
tales,87,2996,0,True
intentarlo,87,2997,0,True
visité,87,2998,0,True
nube,87,2999,228,False
toques,87,3000,0,True
amenaza,87,3001,0,True
señorita,87,3002,0,True
familiar,87,3003,0,True
apariencia,87,3004,0,True
dejara,87,3005,0,True
encontrarás,87,3006,0,True
levanté,87,3007,0,True
portugal,87,3008,187,False
gustar,86,3009,0,True
visitó,86,3010,0,True
heridas,86,3011,0,True
acaban,86,3012,0,True
siglos,86,3013,0,True
practicar,86,3014,0,True
periodista,86,3015,458,False
mochila,86,3016,175,False
similar,86,3017,0,True
alí,86,3018,0,True
pantalla,86,3019,459,False
influencia,86,3020,0,True
comercial,86,3021,0,True
empleado,86,3022,0,True
negros,86,3023,89,False
pasta,86,3024,460,False
llegada,86,3025,0,True
alemanes,86,3026,70,False
iría,86,3027,0,True
convertido,86,3028,461,False
decisiones,86,3029,0,True
naciones,86,3030,0,True
debí,86,3031,0,True
conseguido,86,3032,0,True
generación,86,3033,0,True
cuéntame,86,3034,0,True
lámpara,86,3035,0,True
entré,86,3036,0,True
trago,86,3037,0,True
deseando,86,3038,0,True
redes,85,3039,462,False
materia,85,3040,0,True
cadena,85,3041,0,True
construyó,85,3042,0,True
queja,85,3043,0,True
vueltas,85,3044,0,True
cercano,85,3045,0,True
escapó,85,3046,0,True
aparentemente,85,3047,0,True
habitaciones,85,3048,0,True
exámenes,85,3049,32,False
automóvil,85,3050,0,True
papa,85,3051,0,True
medidas,85,3052,271,False
ilegal,85,3053,463,False
vendió,85,3054,0,True
creó,85,3055,0,True
compromiso,85,3056,0,True
saldrá,85,3057,0,True
toque,85,3058,0,True
cliente,85,3059,464,False
llegaste,85,3060,0,True
primos,85,3061,0,True
debió,85,3062,0,True
duermo,85,3063,0,True
cosecha,85,3064,0,True
pesca,85,3065,126,False
antiguas,85,3066,0,True
pago,85,3067,0,True
considero,85,3068,0,True
detesto,85,3069,0,True
mariposa,84,3070,465,False
sencilla,84,3071,0,True
organización,84,3072,466,False
eficaz,84,3073,0,True
fotografía,84,3074,0,True
profesional,84,3075,0,True
líquido,84,3076,467,False
familias,84,3077,0,True
puro,84,3078,0,True
conjunto,84,3079,0,True
miraba,84,3080,0,True
acuerdas,84,3081,0,True
llamando,84,3082,0,True
almohada,84,3083,0,True
quedes,84,3084,0,True
contenido,84,3085,468,False
pudieron,84,3086,0,True
desafortunadamente,84,3087,0,True
adonde,84,3088,0,True
completa,84,3089,0,True
consumo,84,3090,0,True
madrugada,84,3091,0,True
creéis,84,3092,0,True
alimento,84,3093,0,True
bonitas,84,3094,0,True
víctima,83,3095,457,False
molesto,83,3096,0,True
admitió,83,3097,0,True
oídos,83,3098,0,True
viniste,83,3099,0,True
ángela,83,3100,0,True
tome,83,3101,0,True
complejo,83,3102,0,True
aguantar,83,3103,0,True
esperó,83,3104,0,True
tono,83,3105,0,True
caras,83,3106,0,True
aprendizaje,83,3107,0,True
levantarme,83,3108,0,True
tinta,83,3109,469,False
excusa,83,3110,470,False
gorda,83,3111,0,True
septiembre,83,3112,0,True
noventa,83,3113,471,False
frecuentemente,83,3114,0,True
jackson,83,3115,472,False
plátano,83,3116,473,False
llamarme,83,3117,0,True
marina,83,3118,0,True
parecido,83,3119,0,True
disparó,83,3120,0,True
fueras,83,3121,0,True
trabajas,83,3122,0,True
comenzaron,82,3123,0,True
juguete,82,3124,0,True
extraños,82,3125,0,True
fluidez,82,3126,467,False
suficientes,82,3127,0,True
callado,82,3128,0,True
hayan,82,3129,0,True
esclavo,82,3130,474,False
envidia,82,3131,475,False
partió,82,3132,0,True
ordenó,82,3133,0,True
suma,82,3134,0,True
baloncesto,82,3135,476,False
mosquitos,82,3136,477,False
cuaderno,82,3137,0,True
asistir,82,3138,0,True
esperé,82,3139,0,True
pozo,82,3140,0,True
crema,82,3141,147,False
verle,82,3142,0,True
luchar,82,3143,0,True
elige,82,3144,0,True
experimento,82,3145,478,False
salgo,82,3146,0,True
tablero,81,3147,479,False
grano,81,3148,0,True
vehículo,81,3149,0,True
brilla,81,3150,0,True
terminé,81,3151,0,True
uniforme,81,3152,480,False
tristeza,81,3153,0,True
agosto,81,3154,0,True
tirar,81,3155,0,True
ayudara,81,3156,0,True
pasas,81,3157,0,True
mezcla,81,3158,481,False
mueve,81,3159,0,True
ira,81,3160,482,False
cortas,81,3161,0,True
pesada,81,3162,0,True
amanecer,81,3163,0,True
dejen,81,3164,0,True
ocurra,81,3165,0,True
lavadora,81,3166,483,False
concurso,81,3167,484,False
harina,81,3168,0,True
perdiendo,81,3169,0,True
licencia,81,3170,485,False
entienden,81,3171,0,True
escondió,81,3172,0,True
soñar,81,3173,146,False
prensa,81,3174,486,False
kilos,81,3175,487,False
pasatiempo,81,3176,0,True
cuidadoso,81,3177,0,True
militar,80,3178,245,False
europea,80,3179,0,True
aviones,80,3180,68,False
burro,80,3181,0,True
barcos,80,3182,92,False
esperemos,80,3183,0,True
apagó,80,3184,0,True
seca,80,3185,0,True
previsto,80,3186,0,True
privado,80,3187,488,False
mediante,80,3188,0,True
alcalde,80,3189,19,False
juguetes,80,3190,489,False
arañas,80,3191,444,False
argumento,80,3192,0,True
exterior,80,3193,490,False
revolución,80,3194,491,False
huyó,80,3195,0,True
ciertas,80,3196,0,True
llevaré,80,3197,0,True
sándwich,80,3198,492,False
edificios,80,3199,94,False
ventaja,80,3200,0,True
dificultad,80,3201,0,True
líneas,80,3202,205,False
bebí,80,3203,0,True
ayudado,80,3204,0,True
líder,79,3205,493,False
económica,79,3206,273,False
diciembre,79,3207,0,True
ave,79,3208,0,True
soldado,79,3209,245,False
alquiler,79,3210,494,False
c,79,3211,495,False
húngaro,79,3212,496,False
finales,79,3213,0,True
cercana,79,3214,0,True
obligado,79,3215,0,True
hablante,79,3216,0,True
inglesa,79,3217,0,True
camiseta,79,3218,125,False
artículos,79,3219,0,True
turquía,79,3220,363,False
vehículos,79,3221,0,True
tardes,79,3222,0,True
camina,79,3223,0,True
pasillo,79,3224,0,True
enfadada,79,3225,0,True
trataba,79,3226,0,True
cobarde,79,3227,497,False
asesinado,79,3228,0,True
jabón,79,3229,498,False
agotado,79,3230,0,True
dibujo,79,3231,0,True
salimos,79,3232,0,True
alternativa,79,3233,499,False
particular,79,3234,500,False
seguida,79,3235,0,True
efectivo,79,3236,0,True
gota,79,3237,0,True
tengamos,79,3238,0,True
marrón,79,3239,0,True
retraso,79,3240,0,True
afortunadamente,79,3241,0,True
ofreció,79,3242,0,True
receta,78,3243,0,True
deliciosa,78,3244,0,True
levanto,78,3245,0,True
firme,78,3246,0,True
vago,78,3247,0,True
encontraba,78,3248,0,True
cantó,78,3249,0,True
trenes,78,3250,20,False
perdieron,78,3251,0,True
funcionar,78,3252,0,True
alfabeto,78,3253,501,False
término,78,3254,0,True
veamos,78,3255,0,True
ayudarle,78,3256,0,True
ángeles,78,3257,442,False
sobrevivir,78,3258,502,False
impresionante,78,3259,0,True
tomamos,78,3260,0,True
peter,78,3261,503,False
importaría,78,3262,0,True
frutos,78,3263,0,True
tonta,78,3264,0,True
criminal,78,3265,230,False
detener,78,3266,0,True
ovejas,78,3267,0,True
dima,78,3268,504,False
engañar,78,3269,0,True
disculpa,78,3270,0,True
violín,78,3271,505,False
sellos,78,3272,0,True
revistas,78,3273,0,True
george,78,3274,506,False
siguiendo,78,3275,0,True
ciudadano,78,3276,434,False
fuma,78,3277,69,False
virus,78,3278,507,False
controlar,78,3279,0,True
damas,77,3280,0,True
revés,77,3281,0,True
esquiar,77,3282,508,False
crecen,77,3283,0,True
presentes,77,3284,0,True
miércoles,77,3285,509,False
ideal,77,3286,510,False
encender,77,3287,0,True
condición,77,3288,249,False
cristóbal,77,3289,511,False
leña,77,3290,0,True
obviamente,77,3291,0,True
metas,77,3292,0,True
últimas,77,3293,0,True
ésa,77,3294,0,True
vuelven,77,3295,0,True
encantaría,77,3296,0,True
personalmente,77,3297,0,True
sentarme,77,3298,0,True
bromeando,77,3299,0,True
máximo,77,3300,0,True
u,77,3301,0,True
estudias,77,3302,0,True
pregúntale,77,3303,0,True
esperan,77,3304,0,True
deuda,77,3305,512,False
volumen,77,3306,513,False
tiende,77,3307,0,True
creas,77,3308,514,False
menú,77,3309,515,False
éstos,77,3310,0,True
estuvimos,77,3311,0,True
menores,77,3312,0,True
lleve,77,3313,0,True
insoportable,77,3314,0,True
viejas,77,3315,0,True
fea,77,3316,0,True
abra,77,3317,0,True
mancha,77,3318,0,True
estarán,77,3319,0,True
zoológico,77,3320,516,False
intereses,77,3321,0,True
manga,77,3322,517,False
coraje,77,3323,0,True
rodilla,76,3324,518,False
podían,76,3325,0,True
salvó,76,3326,0,True
paisaje,76,3327,0,True
vídeo,76,3328,519,False
huesos,76,3329,520,False
lata,76,3330,0,True
nacionalidad,76,3331,521,False
ácido,76,3332,522,False
aparece,76,3333,0,True
marte,76,3334,523,False
culo,76,3335,0,True
bromas,76,3336,214,False
ocupa,76,3337,0,True
caída,76,3338,0,True
disfruta,76,3339,0,True
compro,76,3340,0,True
fuji,76,3341,0,True
veneno,76,3342,524,False
gripe,76,3343,525,False
personajes,76,3344,303,False
constantemente,76,3345,0,True
cajón,76,3346,0,True
trabajador,76,3347,0,True
actriz,76,3348,526,False
independiente,76,3349,527,False
sufre,76,3350,0,True
marzo,76,3351,0,True
urgente,76,3352,528,False
mide,76,3353,0,True
atrapado,76,3354,0,True
necesitar,76,3355,0,True
voces,76,3356,0,True
habíamos,76,3357,0,True
siga,76,3358,0,True
frontera,76,3359,529,False
superar,76,3360,0,True
tontería,76,3361,0,True
cuales,76,3362,0,True
emergencia,76,3363,530,False
oveja,76,3364,0,True
operación,76,3365,531,False
creemos,76,3366,0,True
nancy,76,3367,532,False
traté,76,3368,0,True
harás,76,3369,0,True
encuentras,75,3370,0,True
reparar,75,3371,0,True
ilusión,75,3372,533,False
pidiendo,75,3373,0,True
regresado,75,3374,0,True
misión,75,3375,534,False
bonitos,75,3376,0,True
lanzó,75,3377,0,True
muero,75,3378,0,True
pensamos,75,3379,0,True
mentido,75,3380,0,True
medias,75,3381,39,False
territorio,75,3382,0,True
egoísta,75,3383,535,False
cogido,75,3384,0,True
templo,75,3385,536,False
copia,75,3386,0,True
pidieron,75,3387,0,True
tela,75,3388,0,True
brown,75,3389,537,False
extranjeras,75,3390,0,True
pasión,75,3391,538,False
cortado,75,3392,0,True
ficción,75,3393,539,False
sacado,75,3394,0,True
buscó,75,3395,0,True
lea,75,3396,0,True
experto,75,3397,0,True
compraron,75,3398,0,True
lloró,75,3399,0,True
contener,75,3400,0,True
sonar,75,3401,540,False
evento,75,3402,0,True
gustas,75,3403,0,True
permanecer,75,3404,0,True
regreso,75,3405,0,True
asustado,75,3406,0,True
escondiendo,75,3407,0,True
bebidas,75,3408,0,True
librería,75,3409,541,False
sana,74,3410,0,True
aguanto,74,3411,0,True
actividad,74,3412,542,False
pimienta,74,3413,543,False
islas,74,3414,136,False
pata,74,3415,0,True
pelear,74,3416,0,True
reserva,74,3417,544,False
oscura,74,3418,223,False
sorprende,74,3419,0,True
perdone,74,3420,0,True
martillo,74,3421,0,True
sirven,74,3422,0,True
antaño,74,3423,0,True
enamoró,74,3424,0,True
asco,74,3425,0,True
llegan,74,3426,0,True
convierte,74,3427,0,True
parecían,74,3428,0,True
presta,74,3429,0,True
celoso,74,3430,0,True
reconoció,74,3431,0,True
defectos,74,3432,0,True
vasos,74,3433,0,True
repetir,74,3434,0,True
canal,74,3435,545,False
americanos,74,3436,148,False
ratas,74,3437,253,False
precioso,74,3438,0,True
ladrones,74,3439,164,False
llenos,74,3440,0,True
conseguí,74,3441,0,True
consideran,74,3442,0,True
estanque,74,3443,0,True
puntual,73,3444,0,True
acabaron,73,3445,0,True
tráeme,73,3446,0,True
secundaria,73,3447,546,False
ayudará,73,3448,0,True
mutuamente,73,3449,0,True
confesó,73,3450,547,False
egipcios,73,3451,240,False
tomates,73,3452,397,False
vuela,73,3453,0,True
velas,73,3454,0,True
milagro,73,3455,548,False
decírselo,73,3456,0,True
continúa,73,3457,0,True
identidad,73,3458,549,False
llenó,73,3459,0,True
llegues,73,3460,0,True
primeras,73,3461,0,True
aprobó,73,3462,0,True
células,73,3463,550,False
escrita,73,3464,0,True
sube,73,3465,0,True
bomberos,73,3466,551,False
creyó,73,3467,0,True
musical,73,3468,0,True
quitar,73,3469,0,True
estructura,73,3470,552,False
suéter,73,3471,553,False
metido,73,3472,0,True
déjalo,72,3473,0,True
largos,72,3474,0,True
cumplió,72,3475,0,True
crece,72,3476,0,True
útiles,72,3477,0,True
pica,72,3478,0,True
instrumento,72,3479,554,False
bienvenidos,72,3480,0,True
embajada,72,3481,555,False
máquinas,72,3482,0,True
papeles,72,3483,0,True
mariposas,72,3484,465,False
hermosos,72,3485,0,True
rojos,72,3486,96,False
comidas,72,3487,0,True
puta,72,3488,0,True
cuya,72,3489,0,True
ocasiones,72,3490,0,True
belén,72,3491,0,True
argumentos,72,3492,0,True
horizonte,72,3493,556,False
seguía,72,3494,0,True
civil,72,3495,557,False
paraíso,72,3496,558,False
señales,72,3497,299,False
llora,72,3498,0,True
explosión,72,3499,559,False
pares,72,3500,0,True
conversar,72,3501,0,True
dejad,72,3502,0,True
variedad,72,3503,0,True
sillas,71,3504,139,False
incidente,71,3505,560,False
artificiales,71,3506,321,False
renunciar,71,3507,0,True
campaña,71,3508,561,False
decidieron,71,3509,0,True
falsa,71,3510,0,True
miserable,71,3511,0,True
servir,71,3512,0,True
virtud,71,3513,562,False
comenzado,71,3514,0,True
médica,71,3515,0,True
marta,71,3516,0,True
llamaron,71,3517,0,True
prepara,71,3518,0,True
comimos,71,3519,0,True
reducir,71,3520,563,False
clásica,71,3521,0,True
propiedad,71,3522,0,True
volvieron,71,3523,0,True
aquél,71,3524,0,True
terreno,71,3525,0,True
moscas,71,3526,0,True
maria,71,3527,0,True
análisis,71,3528,564,False
logré,71,3529,0,True
dígame,71,3530,0,True
unido,71,3531,0,True
ingresos,71,3532,565,False
servicios,71,3533,192,False
huelga,71,3534,566,False
pancracio,71,3535,567,False
mandó,71,3536,0,True
infantil,71,3537,0,True
rayo,71,3538,0,True
abrí,71,3539,0,True
herramientas,71,3540,568,False
mires,71,3541,0,True
preocupada,70,3542,0,True
alicia,70,3543,0,True
cierre,70,3544,0,True
compramos,70,3545,0,True
